imagen_id,estado_ojo,nivel_brillo,brillo_ref,ear_ref,brillo_oscura,brillo_mejorada,darkpct_mejorada,std_mejorada,nivel_ilum,psnr_vs_ref,ssim_vs_ref,psnr_vs_oscura,error_brillo_pct,ear_mejorada,ear_oscura,ear_error_mej_pct,ear_error_osc_pct,deteccion_ref,deteccion_mejorada,fps,flops
closed_eye_0476.jpg_face_1,cerrado,B5,187.8479,0.08296,4.4508,43.8225,100.0,12.1963,CRITICA,4.3683,0.310602,15.9238,76.6713,0.109426,nan,31.902,nan,1,1,3541.077,nan
closed_eye_0481.jpg_face_1,cerrado,B5,162.9311,0.093866,4.447,43.4015,100.0,11.588,CRITICA,6.3175,0.306402,16.3387,73.3621,0.112085,0.199483,19.4094,112.5187,1,1,1540.357,nan
closed_eye_0486.jpg_face_2,cerrado,B5,162.7457,0.085675,4.4738,45.2268,100.0,5.9039,CRITICA,6.5068,0.398475,15.9349,72.2102,0.086119,nan,0.5181,nan,1,1,1574.059,nan
closed_eye_0492.jpg_face_1,cerrado,B5,67.8778,0.095285,4.6138,33.824,99.6755,28.6026,CRITICA,12.9326,0.595897,16.6215,50.1693,nan,0.188987,nan,98.3389,1,0,4856.727,nan
closed_eye_0493.jpg_face_1,cerrado,B5,190.8912,0.067975,4.3893,43.8928,100.0,9.7449,CRITICA,4.4214,0.342479,16.1154,77.0064,0.132846,nan,95.4338,nan,1,1,1971.998,nan
closed_eye_0501.jpg_face_2,cerrado,B5,161.776,0.041603,4.3081,44.37,100.0,6.4221,CRITICA,6.4179,0.39961,16.2209,72.5732,nan,nan,nan,nan,1,0,1378.55,nan
closed_eye_0503.jpg_face_1,cerrado,B5,162.7098,0.063022,4.4256,44.9039,100.0,7.1246,CRITICA,6.2814,0.340564,15.9894,72.4025,0.069663,nan,10.538,nan,1,1,3687.316,nan
closed_eye_0505.jpg_face_1,cerrado,B5,56.4032,0.09708,4.5057,39.4237,100.0,20.4405,CRITICA,19.8476,0.776924,16.453,30.1038,0.093714,nan,3.4674,nan,1,1,1646.633,nan
closed_eye_0523.jpg_face_2,cerrado,B5,137.9996,0.056262,4.5138,43.0294,100.0,15.2732,CRITICA,7.4258,0.411452,15.952,68.8192,0.076599,0.200189,36.146,255.8156,1,1,3907.776,nan
closed_eye_0539.jpg_face_1,cerrado,B5,67.6832,0.062235,4.4495,41.6907,100.0,13.4635,CRITICA,16.3791,0.683196,16.5013,38.4031,0.091424,0.205362,46.9009,229.9768,1,1,3022.974,nan
closed_eye_0544.jpg_face_1,cerrado,B5,162.8625,0.101855,4.4602,45.2341,100.0,6.6275,CRITICA,6.3832,0.376037,15.858,72.2256,0.122455,nan,20.2255,nan,1,1,2041.233,nan
closed_eye_0548.jpg_face_1,cerrado,B5,102.3339,0.100794,4.5477,35.5095,100.0,26.7217,CRITICA,8.6904,0.474664,16.4553,65.3004,0.082098,nan,18.5487,nan,1,1,1549.907,nan
closed_eye_0557.jpg_face_1,cerrado,B5,113.8603,0.056271,4.3791,43.1874,100.0,12.5597,CRITICA,9.9747,0.425778,16.1907,62.0698,0.133298,nan,136.8866,nan,1,1,5830.904,nan
closed_eye_0559.jpg_face_1,cerrado,B5,83.4456,0.072296,4.5054,41.5548,100.0,18.2128,CRITICA,13.648,0.573081,16.0527,50.2013,0.067484,0.185241,6.6569,156.2244,1,1,2961.208,nan
closed_eye_0565.jpg_face_1,cerrado,B5,113.6516,0.073688,4.5903,41.4745,100.0,17.6059,CRITICA,9.7101,0.467231,15.9374,63.5073,0.12357,nan,67.6927,nan,1,1,5376.344,nan
closed_eye_0566.jpg_face_1,cerrado,B5,90.5657,0.10032,4.5302,38.2562,100.0,21.467,CRITICA,11.7152,0.497575,16.6157,57.7587,0.079155,0.207448,21.0974,106.7851,1,1,3439.972,nan
closed_eye_0578.jpg_face_1,cerrado,B5,138.0701,0.117313,4.4486,39.7147,100.0,19.6611,CRITICA,7.3088,0.336219,16.5324,71.2358,0.119835,0.225705,2.1499,92.3952,1,1,4334.634,nan
closed_eye_0593.jpg_face_1,cerrado,B5,180.8049,0.208663,4.4529,44.2705,100.0,8.7395,CRITICA,4.9243,0.313933,16.0245,75.5148,0.23487,nan,12.5598,nan,1,1,1591.09,nan
closed_eye_0597.jpg_face_2,cerrado,B5,73.5876,0.053396,4.4485,40.1739,100.0,17.5213,CRITICA,15.1904,0.608313,16.3923,45.4067,0.069275,0.156054,29.7378,192.2588,1,1,1765.537,nan
closed_eye_0602.jpg_face_1,cerrado,B5,92.8185,0.107936,4.6508,36.2559,100.0,26.8357,CRITICA,10.6311,0.631396,16.2741,60.9389,0.113344,nan,5.0106,nan,1,1,2396.932,nan
closed_eye_0603.jpg_face_1,cerrado,B5,95.3061,0.054804,4.2897,41.1642,100.0,16.2459,CRITICA,11.8511,0.49631,16.322,56.8084,0.072012,0.164125,31.4003,199.4776,1,1,1915.709,nan
closed_eye_0607.jpg_face_1,cerrado,B5,109.1589,0.047953,4.4375,44.391,100.0,9.9311,CRITICA,10.5516,0.408313,16.0126,59.3336,0.064986,nan,35.5208,nan,1,1,6523.157,nan
closed_eye_0619.jpg_face_1,cerrado,B5,77.5804,0.10316,4.4171,40.1038,100.0,17.6626,CRITICA,13.5776,0.497728,16.5489,48.3068,0.143691,0.190255,39.2898,84.4273,1,1,6199.629,nan
closed_eye_0622.jpg_face_1,cerrado,B5,115.9572,0.111137,4.5518,40.6364,100.0,17.5767,CRITICA,9.2889,0.365907,16.4912,64.9557,0.18885,nan,69.9263,nan,1,1,6261.741,nan
closed_eye_0625.jpg_face_2,cerrado,B5,149.5639,0.049821,4.3873,42.989,100.0,12.9593,CRITICA,6.8064,0.207556,16.1741,71.2571,nan,nan,nan,nan,1,0,6273.526,nan
closed_eye_0627.jpg_face_1,cerrado,B5,128.3333,0.058276,4.4893,43.8794,100.0,9.413,CRITICA,8.7336,0.380696,15.9053,65.8083,0.134422,nan,130.6638,nan,1,1,6313.131,nan
closed_eye_0639.jpg_face_2,cerrado,B5,209.4695,0.043456,4.3871,45.1708,100.0,4.4309,CRITICA,3.6509,0.292924,15.8924,78.4356,0.090887,nan,109.1483,nan,1,1,3654.971,nan
closed_eye_0641.jpg_face_1,cerrado,B5,209.7663,0.021436,4.2875,44.7182,100.0,3.2992,CRITICA,3.7217,0.292375,16.0246,78.6819,nan,nan,nan,nan,1,0,4642.526,nan
closed_eye_0653.jpg_face_2,cerrado,B5,185.9241,0.079739,4.4728,44.9443,100.0,6.228,CRITICA,5.0747,0.353392,16.1199,75.8265,nan,nan,nan,nan,1,0,2524.615,nan
closed_eye_0657.jpg_face_1,cerrado,B5,165.9157,0.032275,4.3923,41.1672,100.0,17.5945,CRITICA,5.184,0.285079,16.1115,75.1879,0.082895,nan,156.8384,nan,1,1,5271.482,nan
closed_eye_0658.jpg_face_2,cerrado,B5,144.1252,0.072656,4.3946,44.4953,100.0,8.9127,CRITICA,7.4643,0.345858,15.9501,69.1273,0.07744,nan,6.5848,nan,1,1,4091.653,nan
closed_eye_0665.jpg_face_1,cerrado,B5,165.9209,0.077106,4.3913,44.243,100.0,7.3191,CRITICA,6.0445,0.190994,16.1266,73.3349,0.176434,nan,128.8198,nan,1,1,4642.526,nan
closed_eye_0668.jpg_face_1,cerrado,B5,124.8896,0.049592,4.4496,42.9404,100.0,13.5136,CRITICA,8.6782,0.420843,16.1327,65.6173,0.073049,0.210086,47.3008,323.6284,1,1,4308.488,nan
closed_eye_0670.jpg_face_1,cerrado,B5,93.8061,0.077601,4.4843,34.0899,100.0,26.7526,CRITICA,9.4132,0.41486,16.7103,63.6591,0.118785,0.1896,53.0712,144.3272,1,1,3165.559,nan
closed_eye_0675.jpg_face_1,cerrado,B5,111.8943,0.148832,4.6309,36.2544,100.0,26.4925,CRITICA,8.2162,0.540182,16.3499,67.5995,0.162397,0.190238,9.1141,27.8206,1,1,1695.49,nan
closed_eye_0682.jpg_face_3,cerrado,B5,175.014,0.04641,4.4467,43.2004,100.0,12.9163,CRITICA,5.0044,0.302207,16.1469,75.316,0.137525,nan,196.3243,nan,1,1,4541.326,nan
closed_eye_0685.jpg_face_2,cerrado,B5,120.9633,0.152504,4.5237,44.2927,100.0,12.2037,CRITICA,8.6345,0.553003,15.907,63.3833,0.269937,nan,77.0031,nan,1,1,3445.899,nan
closed_eye_0686.jpg_face_1,cerrado,B5,174.164,0.073765,4.3821,44.2358,100.0,8.1581,CRITICA,5.4629,0.295598,16.1031,74.601,0.120164,nan,62.9019,nan,1,1,2621.919,nan
closed_eye_0690.jpg_face_1,cerrado,B5,142.17,0.150732,4.5437,44.2137,100.0,9.8075,CRITICA,7.3848,0.458467,15.9299,68.9008,0.232875,nan,54.4959,nan,1,1,2184.837,nan
closed_eye_0695.jpg_face_2,cerrado,B5,83.6808,0.103247,4.5575,36.0094,100.0,23.9498,CRITICA,11.4012,0.464765,16.8808,56.9681,0.111903,0.192292,8.3836,86.2451,1,1,3943.218,nan
closed_eye_0698.jpg_face_1,cerrado,B5,127.8524,0.097811,4.3501,43.5779,100.0,10.04,CRITICA,8.81,0.295775,16.0751,65.9154,0.18501,nan,89.1506,nan,1,1,5583.473,nan
closed_eye_0713.jpg_face_1,cerrado,B5,169.6823,0.051631,4.3686,44.0746,100.0,9.3501,CRITICA,5.5376,0.287167,16.0049,74.0253,0.096074,nan,86.0795,nan,1,1,5841.122,nan
closed_eye_0717.jpg_face_4,cerrado,B5,116.3901,0.091851,4.4727,44.4359,100.0,8.8412,CRITICA,9.9771,0.475642,15.9611,61.8216,0.089306,nan,2.7709,nan,1,1,3874.467,nan
closed_eye_0721.jpg_face_4,cerrado,B5,166.9159,0.068403,4.3645,43.8008,100.0,9.9072,CRITICA,5.8967,0.298299,16.1946,73.7588,0.118704,0.223137,73.5358,226.2095,1,1,3208.213,nan
closed_eye_0727.jpg_face_1,cerrado,B5,134.5152,0.074029,4.3487,43.7253,100.0,10.3179,CRITICA,8.1134,0.321622,16.1869,67.4942,0.161934,0.20592,118.7438,178.1609,1,1,4633.92,nan
